date,condition,temperature,precipitation,windSpeed,wind_bearing,date0,condition0,temperature0,precipitation0,windSpeed0,windBearing0,date1,condition1,temperature1,precipitation1,windSpeed1,wind_bearing1,date2,condition2,temperature2,precipitation2,windSpeed2,wind_bearing2,date3,condition3,temperature3,precipitation3,windSpeed3,wind_bearing3,date4,condition4,temperature4,precipitation4,windSpeed4,wind_bearing4,date5,condition5,temperature5,precipitation5,windSpeed5,wind_bearing5,date6,condition6,temperature6,precipitation6,windSpeed6,wind_bearing6,date7,condition7,temperature7,precipitation7,windSpeed7,wind_bearing7
2021-02-28 18:00:03.470882+00:00,cloudy,57.9,None,1.01,257,2021-02-28 18:00:00+00:00,pouring,62.4,12.0,3.64,293,2021-03-01 18:00:00+00:00,sunny,50.0,None,2.26,315,2021-03-02 18:00:00+00:00,sunny,54.1,None,4.84,221,2021-03-03 18:00:00+00:00,sunny,56.9,None,2.92,315,2021-03-04 18:00:00+00:00,sunny,52.4,None,2.08,75,2021-03-05 18:00:00+00:00,cloudy,52.7,None,2.58,109,2021-03-06 18:00:00+00:00,sunny,50.4,None,2.59,63,2021-03-07 18:00:00+00:00,rainy,58.4,None,4.7,192
2021-03-01 18:00:00.010107+00:00,sunny,44.5,None,1.01,314,2021-03-01 18:00:00+00:00,sunny,48.9,None,2.56,296,2021-03-02 18:00:00+00:00,sunny,53.3,None,3.8,215,2021-03-03 18:00:00+00:00,sunny,58.0,None,3.6,277,2021-03-04 18:00:00+00:00,sunny,56.4,None,2.72,92,2021-03-05 18:00:00+00:00,cloudy,48.6,None,3.86,67,2021-03-06 18:00:00+00:00,sunny,51.5,None,1.59,143,2021-03-07 18:00:00+00:00,cloudy,57.2,None,3.64,180,2021-03-08 18:00:00+00:00,sunny,62.5,None,4.42,193
2021-03-02 18:00:00.004801+00:00,sunny,50.6,None,3.0,207,2021-03-02 18:00:00+00:00,sunny,53.6,None,4.22,210,2021-03-03 18:00:00+00:00,sunny,59.2,None,4.27,265,2021-03-04 18:00:00+00:00,sunny,58.2,None,2.81,119,2021-03-05 18:00:00+00:00,cloudy,52.2,None,3.63,80,2021-03-06 18:00:00+00:00,sunny,57.5,None,2.15,197,2021-03-07 18:00:00+00:00,cloudy,59.3,None,5.34,174,2021-03-08 18:00:00+00:00,cloudy,65.7,None,5.19,203,2021-03-09 18:00:00+00:00,rainy,66.1,None,8.24,198
2021-03-03 18:00:00.007206+00:00,sunny,61.4,None,3.0,240,2021-03-03 18:00:00+00:00,sunny,61.4,None,4.07,266,2021-03-04 18:00:00+00:00,sunny,59.1,None,2.89,110,2021-03-05 18:00:00+00:00,cloudy,50.5,None,3.68,71,2021-03-06 18:00:00+00:00,sunny,53.8,None,1.93,183,2021-03-07 18:00:00+00:00,partlycloudy,61.5,None,4.71,206,2021-03-08 18:00:00+00:00,cloudy,64.3,None,4.54,240,2021-03-09 18:00:00+00:00,cloudy,64.1,None,8.38,208,2021-03-10 18:00:00+00:00,rainy,65.4,7.0,8.87,212
2021-03-04 18:00:00.010280+00:00,sunny,58.5,None,4.01,58,2021-03-04 18:00:00+00:00,sunny,59.3,None,3.85,95,2021-03-05 18:00:00+00:00,cloudy,50.1,None,3.95,82,2021-03-06 18:00:00+00:00,sunny,55.1,None,0.75,240,2021-03-07 18:00:00+00:00,sunny,61.7,None,3.74,209,2021-03-08 18:00:00+00:00,partlycloudy,62.4,None,4.68,214,2021-03-09 18:00:00+00:00,cloudy,62.1,None,7.07,194,2021-03-10 18:00:00+00:00,rainy,67.2,5.0,9.94,205,2021-03-11 18:00:00+00:00,rainy,57.1,6.0,3.82,8
2021-03-05 18:00:00.008184+00:00,cloudy,45.7,None,1.99,11,2021-03-05 18:00:00+00:00,cloudy,49.8,None,4.1,97,2021-03-06 18:00:00+00:00,partlycloudy,54.9,None,1.93,236,2021-03-07 18:00:00+00:00,partlycloudy,61.0,None,4.05,224,2021-03-08 18:00:00+00:00,sunny,63.6,None,4.64,217,2021-03-09 18:00:00+00:00,cloudy,61.5,None,5.41,191,2021-03-10 18:00:00+00:00,cloudy,65.2,None,7.98,198,2021-03-11 18:00:00+00:00,rainy,68.0,1.0,7.8,209,2021-03-12 18:00:00+00:00,rainy,67.7,14.0,5.52,202
2021-03-06 18:00:00.004714+00:00,cloudy,54.0,None,5.56,212,2021-03-06 18:00:00+00:00,cloudy,54.9,None,2.67,220,2021-03-07 18:00:00+00:00,partlycloudy,62.1,None,3.29,183,2021-03-08 18:00:00+00:00,sunny,63.2,None,5.27,224,2021-03-09 18:00:00+00:00,cloudy,62.3,None,5.98,204,2021-03-10 18:00:00+00:00,cloudy,65.4,None,9.54,199,2021-03-11 18:00:00+00:00,rainy,69.0,4.0,7.76,203,2021-03-12 18:00:00+00:00,pouring,50.7,47.0,6.28,43,2021-03-13 18:00:00+00:00,pouring,46.3,71.0,6.16,67
2021-03-07 18:00:00.012765+00:00,partlycloudy,63.2,None,3.0,201,2021-03-07 18:00:00+00:00,partlycloudy,63.2,None,3.6,204,2021-03-08 18:00:00+00:00,partlycloudy,63.5,None,5.48,222,2021-03-09 18:00:00+00:00,cloudy,66.6,None,6.61,195,2021-03-10 18:00:00+00:00,cloudy,64.0,None,9.53,197,2021-03-11 18:00:00+00:00,rainy,65.1,12.0,5.5,207,2021-03-12 18:00:00+00:00,pouring,61.6,80.0,2.19,12,2021-03-13 18:00:00+00:00,pouring,51.4,70.0,5.26,71,2021-03-14 18:00:00+00:00,rainy,50.0,1.0,5.11,237
2021-03-08 18:00:00.009052+00:00,cloudy,64.6,None,5.02,245,2021-03-08 18:00:00+00:00,cloudy,64.6,None,4.89,226,2021-03-09 18:00:00+00:00,cloudy,67.0,None,6.46,193,2021-03-10 18:00:00+00:00,rainy,64.1,None,8.9,206,2021-03-11 18:00:00+00:00,rainy,66.7,4.0,7.11,204,2021-03-12 18:00:00+00:00,rainy,51.8,29.0,3.47,39,2021-03-13 18:00:00+00:00,rainy,49.0,38.0,5.5,65,2021-03-14 18:00:00+00:00,pouring,42.8,47.0,8.46,71,2021-03-15 18:00:00+00:00,rainy,51.3,1.0,4.45,261
2021-03-09 18:00:00.004056+00:00,cloudy,68.8,None,4.01,257,2021-03-09 18:00:00+00:00,cloudy,68.8,None,6.29,193,2021-03-10 18:00:00+00:00,cloudy,64.2,None,9.07,198,2021-03-11 18:00:00+00:00,rainy,69.7,4.0,7.51,235,2021-03-12 18:00:00+00:00,rainy,52.5,5.0,2.97,68,2021-03-13 18:00:00+00:00,rainy,49.3,2.0,4.05,76,2021-03-14 18:00:00+00:00,rainy,43.7,1.0,6.52,104,2021-03-15 18:00:00+00:00,rainy,62.1,6.0,5.71,178,2021-03-16 18:00:00+00:00,cloudy,71.4,None,6.12,178
2021-03-10 18:00:00.008295+00:00,cloudy,67.8,None,5.02,208,2021-03-10 18:00:00+00:00,cloudy,67.8,None,8.85,195,2021-03-11 18:00:00+00:00,rainy,66.9,15.0,4.53,317,2021-03-12 18:00:00+00:00,pouring,53.7,25.0,4.24,67,2021-03-13 18:00:00+00:00,rainy,49.4,24.0,4.36,80,2021-03-14 18:00:00+00:00,pouring,54.9,35.0,7.36,112,2021-03-15 18:00:00+00:00,rainy,55.1,2.0,2.91,141,2021-03-16 18:00:00+00:00,rainy,53.9,1.0,4.47,83,2021-03-17 18:00:00+00:00,rainy,55.5,4.0,8.54,239
2021-03-11 18:00:00.010183+00:00,cloudy,50.4,None,5.6,321,2021-03-11 18:00:00+00:00,rainy,62.8,5.0,2.4,337,2021-03-12 18:00:00+00:00,rainy,58.0,12.0,4.19,70,2021-03-13 18:00:00+00:00,rainy,51.4,6.0,3.51,87,2021-03-14 18:00:00+00:00,rainy,46.9,7.0,8.08,86,2021-03-15 18:00:00+00:00,rainy,60.6,21.0,2.18,137,2021-03-16 18:00:00+00:00,rainy,52.3,1.0,3.49,293,2021-03-17 18:00:00+00:00,rainy,57.1,None,5.56,69,2021-03-18 18:00:00+00:00,rainy,44.5,5.0,7.33,349
2021-03-12 18:00:00.010937+00:00,cloudy,54.7,None,1.99,229,2021-03-12 18:00:00+00:00,rainy,56.4,6.0,4.66,68,2021-03-13 18:00:00+00:00,rainy,51.4,2.0,4.31,99,2021-03-14 18:00:00+00:00,rainy,48.3,9.0,7.8,91,2021-03-15 18:00:00+00:00,rainy,63.0,13.0,3.06,126,2021-03-16 18:00:00+00:00,cloudy,51.3,None,3.22,298,2021-03-17 18:00:00+00:00,rainy,50.4,11.0,6.68,65,2021-03-18 18:00:00+00:00,rainy,41.5,16.0,5.5,350,2021-03-19 18:00:00+00:00,sunny,50.7,None,2.6,327
2021-03-13 18:00:00.008588+00:00,cloudy,54.3,None,1.01,266,2021-03-13 18:00:00+00:00,cloudy,56.3,None,4.31,114,2021-03-14 18:00:00+00:00,rainy,49.6,3.0,6.92,89,2021-03-15 18:00:00+00:00,pouring,62.1,17.0,4.34,121,2021-03-16 18:00:00+00:00,cloudy,68.3,None,2.15,119,2021-03-17 18:00:00+00:00,rainy,68.3,9.0,6.78,179,2021-03-18 18:00:00+00:00,rainy,46.3,None,7.9,340,2021-03-19 18:00:00+00:00,partlycloudy,49.2,None,2.21,40,2021-03-20 18:00:00+00:00,sunny,58.9,None,3.84,197
2021-03-14 17:00:00.009710+00:00,cloudy,47.6,None,14.25,85,2021-03-14 18:00:00+00:00,rainy,49.8,1.0,7.23,85,2021-03-15 18:00:00+00:00,rainy,61.3,13.0,4.12,109,2021-03-16 18:00:00+00:00,cloudy,53.7,None,2.23,359,2021-03-17 18:00:00+00:00,rainy,53.9,16.0,6.47,85,2021-03-18 18:00:00+00:00,rainy,42.0,6.0,8.74,327,2021-03-19 18:00:00+00:00,cloudy,49.1,None,4.98,15,2021-03-20 18:00:00+00:00,sunny,54.1,None,2.95,90,2021-03-21 18:00:00+00:00,partlycloudy,61.3,None,5.41,158
2021-03-15 17:00:00.008772+00:00,cloudy,45.7,None,1.01,340,2021-03-15 18:00:00+00:00,pouring,57.5,18.0,4.26,116,2021-03-16 18:00:00+00:00,cloudy,51.5,None,1.9,356,2021-03-17 18:00:00+00:00,pouring,55.1,12.0,6.19,100,2021-03-18 18:00:00+00:00,rainy,54.6,15.0,8.58,360,2021-03-19 18:00:00+00:00,sunny,49.0,None,5.34,51,2021-03-20 18:00:00+00:00,sunny,56.8,None,3.87,129,2021-03-21 18:00:00+00:00,cloudy,61.5,None,6.29,166,2021-03-22 18:00:00+00:00,rainy,56.3,10.0,8.36,158
2021-03-16 17:00:00.004706+00:00,cloudy,45.2,None,4.61,20,2021-03-16 18:00:00+00:00,cloudy,59.4,None,1.9,33,2021-03-17 18:00:00+00:00,rainy,62.5,12.0,5.75,99,2021-03-18 18:00:00+00:00,rainy,58.3,11.0,9.11,353,2021-03-19 18:00:00+00:00,cloudy,49.7,None,5.28,46,2021-03-20 18:00:00+00:00,sunny,55.8,None,3.45,114,2021-03-21 18:00:00+00:00,partlycloudy,61.5,None,5.98,168,2021-03-22 18:00:00+00:00,rainy,59.6,1.0,7.98,180,2021-03-23 18:00:00+00:00,rainy,62.5,30.0,4.51,289
2021-03-17 17:00:00.009516+00:00,rainy,47.2,None,10.62,126,2021-03-17 18:00:00+00:00,pouring,50.8,18.0,1.99,75,2021-03-18 18:00:00+00:00,pouring,48.9,27.0,9.99,0,2021-03-19 18:00:00+00:00,partlycloudy,49.9,None,5.36,36,2021-03-20 18:00:00+00:00,sunny,56.3,None,2.56,119,2021-03-21 18:00:00+00:00,cloudy,63.1,None,4.77,176,2021-03-22 18:00:00+00:00,cloudy,61.4,None,5.83,174,2021-03-23 18:00:00+00:00,rainy,57.9,14.0,9.36,161,2021-03-24 18:00:00+00:00,sunny,66.1,None,7.07,237
2021-03-18 17:00:00.008641+00:00,rainy,42.4,None,1.99,297,2021-03-18 18:00:00+00:00,pouring,46.0,26.0,10.3,360,2021-03-19 18:00:00+00:00,sunny,48.9,None,4.38,52,2021-03-20 18:00:00+00:00,sunny,56.8,None,3.11,129,2021-03-21 18:00:00+00:00,cloudy,61.1,None,5.74,184,2021-03-22 18:00:00+00:00,cloudy,61.6,None,6.3,170,2021-03-23 18:00:00+00:00,rainy,63.3,15.0,7.07,173,2021-03-24 18:00:00+00:00,rainy,59.8,None,6.38,256,2021-03-25 18:00:00+00:00,cloudy,57.0,None,2.79,30
2021-03-19 17:00:00.008492+00:00,sunny,43.8,None,6.0,37,2021-03-19 18:00:00+00:00,sunny,49.9,None,4.53,55,2021-03-20 18:00:00+00:00,sunny,56.8,None,2.99,125,2021-03-21 18:00:00+00:00,cloudy,61.6,None,6,177,2021-03-22 18:00:00+00:00,rainy,62.4,1.0,7.12,182,2021-03-23 18:00:00+00:00,rainy,54.7,9.0,7.61,233,2021-03-24 18:00:00+00:00,cloudy,57.5,None,3.76,281,2021-03-25 18:00:00+00:00,sunny,59.3,None,3.14,58,2021-03-26 18:00:00+00:00,cloudy,59.8,None,5.34,137
2021-03-20 17:00:00.005262+00:00,sunny,51.9,None,1.01,64,2021-03-20 18:00:00+00:00,sunny,57.7,None,2.6,142,2021-03-21 18:00:00+00:00,cloudy,62.3,None,5.66,176,2021-03-22 18:00:00+00:00,rainy,62.3,None,5.91,172,2021-03-23 18:00:00+00:00,rainy,63.7,11.0,9.68,216,2021-03-24 18:00:00+00:00,partlycloudy,56.4,None,6.01,255,2021-03-25 18:00:00+00:00,cloudy,56.7,None,2.26,341,2021-03-26 18:00:00+00:00,cloudy,64.2,None,4.98,187,2021-03-27 18:00:00+00:00,rainy,71.0,3.0,3.73,210
2021-03-21 17:00:00.008015+00:00,partlycloudy,62.2,None,8.02,360,2021-03-21 18:00:00+00:00,cloudy,63.4,None,5.49,174,2021-03-22 18:00:00+00:00,cloudy,62.3,None,6.02,174,2021-03-23 18:00:00+00:00,pouring,63.7,14.0,10.06,184,2021-03-24 18:00:00+00:00,sunny,60.1,None,4.8,249,2021-03-25 18:00:00+00:00,rainy,51.0,25.0,4.07,32,2021-03-26 18:00:00+00:00,cloudy,49.0,None,3.04,339,2021-03-27 18:00:00+00:00,rainy,46.0,6.0,2.32,171,2021-03-28 18:00:00+00:00,rainy,45.8,1.0,7.94,318
2021-03-22 17:00:00.009169+00:00,cloudy,64.9,None,4.01,360,2021-03-22 18:00:00+00:00,cloudy,64.9,None,4.5,167,2021-03-23 18:00:00+00:00,rainy,64.2,9.0,8.56,160,2021-03-24 18:00:00+00:00,partlycloudy,63.7,None,6.3,244,2021-03-25 18:00:00+00:00,rainy,67.2,9.0,6.03,234,2021-03-26 18:00:00+00:00,cloudy,57.9,None,0.94,21,2021-03-27 18:00:00+00:00,rainy,59.2,2.0,3.45,274,2021-03-28 18:00:00+00:00,sunny,52.8,None,7.81,312,2021-03-29 18:00:00+00:00,sunny,64.0,None,5.54,169
2021-03-23 17:00:00.008493+00:00,cloudy,56.8,None,5.02,53,2021-03-23 18:00:00+00:00,rainy,59.5,7.0,7.61,152,2021-03-24 18:00:00+00:00,cloudy,57.9,None,6.76,243,2021-03-25 18:00:00+00:00,rainy,49.2,7.0,3.96,4,2021-03-26 18:00:00+00:00,cloudy,62.2,None,2.5,189,2021-03-27 18:00:00+00:00,rainy,74.1,None,5.87,241,2021-03-28 18:00:00+00:00,rainy,57.5,2.0,4.85,336,2021-03-29 18:00:00+00:00,sunny,66.3,None,6.32,211,2021-03-30 18:00:00+00:00,rainy,51.6,8.0,3.41,290
2021-03-24 17:00:00.008758+00:00,cloudy,58.0,None,5.02,246,2021-03-24 18:00:00+00:00,cloudy,58.0,None,5.77,247,2021-03-25 18:00:00+00:00,pouring,52.7,32.0,3.46,61,2021-03-26 18:00:00+00:00,cloudy,60.3,None,1.3,231,2021-03-27 18:00:00+00:00,rainy,74.2,None,6.02,232,2021-03-28 18:00:00+00:00,sunny,57.2,None,4.2,333,2021-03-29 18:00:00+00:00,sunny,64.8,None,4.06,174,2021-03-30 18:00:00+00:00,rainy,58.1,None,5,160,2021-03-31 18:00:00+00:00,rainy,64.6,4.0,5.6,310
2021-03-25 17:00:00.008941+00:00,cloudy,51.5,None,1.01,360,2021-03-25 18:00:00+00:00,pouring,55.6,27.0,4.9,62,2021-03-26 18:00:00+00:00,cloudy,62.0,None,2.74,224,2021-03-27 18:00:00+00:00,rainy,74.3,1.0,6.22,226,2021-03-28 18:00:00+00:00,rainy,55.7,None,6.07,325,2021-03-29 18:00:00+00:00,sunny,65.5,None,5.52,189,2021-03-30 18:00:00+00:00,partlycloudy,69.6,None,7.84,199,2021-03-31 18:00:00+00:00,rainy,58.7,4.0,5.41,12,2021-04-01 18:00:00+00:00,partlycloudy,49.3,None,6.28,3
2021-03-26 17:00:00.009174+00:00,cloudy,53.9,None,4.1,208,2021-03-26 18:00:00+00:00,cloudy,61.8,None,2.44,212,2021-03-27 18:00:00+00:00,rainy,76.3,9.0,4.74,213,2021-03-28 18:00:00+00:00,rainy,54.8,3.0,7.4,321,2021-03-29 18:00:00+00:00,sunny,66.3,None,5.94,194,2021-03-30 18:00:00+00:00,cloudy,67.9,None,6.67,216,2021-03-31 18:00:00+00:00,cloudy,51.7,None,6.41,334,2021-04-01 18:00:00+00:00,sunny,54.6,None,2.22,318,2021-04-02 18:00:00+00:00,sunny,61.4,None,6.18,194
2021-03-27 17:00:00.008932+00:00,partlycloudy,67.0,None,1.01,13,2021-03-27 18:00:00+00:00,rainy,74.3,3.0,4.66,220,2021-03-28 18:00:00+00:00,sunny,55.3,None,5.85,316,2021-03-29 18:00:00+00:00,sunny,67.6,None,7.23,195,2021-03-30 18:00:00+00:00,rainy,65.0,1.0,6.21,240,2021-03-31 18:00:00+00:00,rainy,53.5,4.0,5.56,341,2021-04-01 18:00:00+00:00,sunny,49.8,None,2.93,360,2021-04-02 18:00:00+00:00,partlycloudy,60.3,None,7.21,193,2021-04-03 18:00:00+00:00,cloudy,65.5,None,5.2,218
